path,filename,archive,market_start,market_end,complete,line_count,book_messages_total,in_window_book_messages,trade_count_window,snapshots,deltas,sequence_breaks,first_book_age,last_book_age,sampled_points,outcome,outcome_source,final_quote_proxy,final_trade_proxy,elapsed_seconds,fatal_error,raw_status,raw_leader,raw_leader_time,raw_pullback_time,raw_confirm_time,raw_entry_side,raw_up_ask_at_entry,raw_down_ask_at_entry,raw_entry_levels,sampled_status,sampled_leader,sampled_leader_time,sampled_pullback_time,sampled_confirm_time,sampled_entry_side,sampled_up_ask_at_entry,sampled_down_ask_at_entry,sampled_entry_levels,duplicate_of
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786377300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786377300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786377300,1786377600,False,77,75,0,0,1,74,0,,,301,UNKNOWN,not_extreme,0.505,,0.009776115417480469,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786377300-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786379400-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786379400-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786379400,1786379700,False,129,127,0,0,1,126,0,,,301,UNKNOWN,not_extreme,0.505,,0.0028400421142578125,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786379400-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786379700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786379700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786379700,1786380000,False,55,53,0,0,1,52,0,,,301,UNKNOWN,not_extreme,0.5,,0.0020630359649658203,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786379700-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786380000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786380000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786380000,1786380300,False,157,155,0,0,1,154,0,,,301,UNKNOWN,not_extreme,0.505,,0.0031609535217285156,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786380000-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786380300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786380300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786380300,1786380600,False,76,74,0,0,1,73,0,,,301,UNKNOWN,not_extreme,0.505,,0.002576112747192383,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786380300-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786380600-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786380600-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786380600,1786380900,False,130,128,0,0,1,127,0,,,301,UNKNOWN,not_extreme,0.505,,0.0029692649841308594,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786380600-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786381200-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786381200-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786381200,1786381500,False,115,113,0,0,1,112,0,,,301,UNKNOWN,not_extreme,0.505,,0.002889394760131836,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786381200-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786380900-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786380900-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786380900,1786381200,False,83,81,0,0,1,80,0,,,301,UNKNOWN,not_extreme,0.505,,0.003525972366333008,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786380900-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786381500-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786381500-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786381500,1786381800,False,86,84,0,0,1,83,0,,,301,UNKNOWN,not_extreme,0.505,,0.0037469863891601562,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786381500-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786381800-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786381800-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786381800,1786382100,False,86,84,0,0,1,83,0,,,301,UNKNOWN,not_extreme,0.505,,0.0028727054595947266,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786381800-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786382100-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786382100-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786382100,1786382400,False,71,69,0,0,1,68,0,,,301,UNKNOWN,not_extreme,0.505,,0.004959821701049805,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786382100-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786382400-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786382400-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786382400,1786382700,False,115,113,0,0,1,112,0,,,301,UNKNOWN,not_extreme,0.505,,0.0032091140747070312,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786382400-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786382700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786382700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786382700,1786383000,False,67,65,0,0,1,64,0,,,301,UNKNOWN,not_extreme,0.505,,0.0030879974365234375,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786382700-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786383000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786383000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786383000,1786383300,False,116,114,0,0,1,113,0,,,301,UNKNOWN,not_extreme,0.505,,0.0031020641326904297,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786383000-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786383300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786383300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786383300,1786383600,False,133,131,0,0,1,130,0,,,301,UNKNOWN,not_extreme,0.505,,0.004182100296020508,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786383300-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786383600-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786383600-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786383600,1786383900,False,91,89,0,0,1,88,0,,,301,UNKNOWN,not_extreme,0.505,,0.0028798580169677734,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786383600-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786384200-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786384200-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786384200,1786384500,False,87,85,0,0,1,84,0,,,301,UNKNOWN,not_extreme,0.505,,0.0026040077209472656,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786384200-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786383900-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786383900-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786383900,1786384200,False,87,85,0,0,1,84,0,,,301,UNKNOWN,not_extreme,0.505,,0.002913951873779297,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786383900-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786384500-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786384500-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786384500,1786384800,False,45,43,0,0,1,42,0,,,301,UNKNOWN,not_extreme,0.505,,0.002445697784423828,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786384500-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786384800-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786384800-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786384800,1786385100,False,47,45,0,0,1,44,0,,,301,UNKNOWN,not_extreme,0.505,,0.0023910999298095703,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786384800-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786385100-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786385100-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786385100,1786385400,False,67,65,0,0,1,64,0,,,301,UNKNOWN,not_extreme,0.505,,0.0026412010192871094,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786385100-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786385400-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786385400-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786385400,1786385700,False,119,117,0,0,1,116,0,,,301,UNKNOWN,not_extreme,0.505,,0.0028679370880126953,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786385400-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786385700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786385700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786385700,1786386000,False,25,23,0,0,1,22,0,,,301,UNKNOWN,not_extreme,0.505,,0.002434968948364258,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786385700-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786386000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786386000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786386000,1786386300,False,105,103,0,0,1,102,0,,,301,UNKNOWN,not_extreme,0.505,,0.0030260086059570312,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786386000-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786386300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786386300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786386300,1786386600,False,67,65,0,0,1,64,0,,,301,UNKNOWN,not_extreme,0.505,,0.004040956497192383,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786386300-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786386600-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786386600-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786386600,1786386900,False,77,75,0,0,1,74,0,,,301,UNKNOWN,not_extreme,0.505,,0.002744913101196289,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786386600-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786387200-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786387200-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786387200,1786387500,False,74,72,0,0,1,71,0,,,301,UNKNOWN,not_extreme,0.505,,0.0025980472564697266,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786387200-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786386900-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786386900-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786386900,1786387200,False,80,78,0,0,1,77,0,,,301,UNKNOWN,not_extreme,0.505,,0.003185749053955078,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786386900-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786387500-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786387500-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786387500,1786387800,False,68,66,0,0,1,65,0,,,301,UNKNOWN,not_extreme,0.505,,0.0027098655700683594,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786387500-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786387800-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786387800-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786387800,1786388100,False,128,126,0,0,1,125,0,,,301,UNKNOWN,not_extreme,0.505,,0.0026929378509521484,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786387800-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786388100-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786388100-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786388100,1786388400,False,71,69,0,0,1,68,0,,,301,UNKNOWN,not_extreme,0.505,,0.0025289058685302734,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786388100-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786388400-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786388400-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786388400,1786388700,False,75,73,0,0,1,72,0,,,301,UNKNOWN,not_extreme,0.505,,0.0026268959045410156,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786388400-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786388700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786388700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786388700,1786389000,False,127,125,0,0,1,124,0,,,301,UNKNOWN,not_extreme,0.505,,0.002830028533935547,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786388700-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786389300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786389300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786389300,1786389600,False,125,123,0,0,1,122,0,,,301,UNKNOWN,not_extreme,0.505,,0.0028400421142578125,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786389300-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786389000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786389000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786389000,1786389300,False,94,92,0,0,1,91,0,,,301,UNKNOWN,not_extreme,0.505,,0.0042760372161865234,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786389000-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786389600-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786389600-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786389600,1786389900,False,155,153,0,0,1,152,0,,,301,UNKNOWN,not_extreme,0.505,,0.0039789676666259766,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786389600-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786390200-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786390200-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786390200,1786390500,False,79,77,0,0,1,76,0,,,301,UNKNOWN,not_extreme,0.505,,0.002649068832397461,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786390200-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786389900-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786389900-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786389900,1786390200,False,68,66,0,0,1,65,0,,,301,UNKNOWN,not_extreme,0.505,,0.003017902374267578,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786389900-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786390500-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786390500-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786390500,1786390800,False,59,57,0,0,1,56,0,,,301,UNKNOWN,not_extreme,0.505,,0.0025970935821533203,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786390500-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786390800-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786390800-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786390800,1786391100,False,84,82,0,0,1,81,0,,,301,UNKNOWN,not_extreme,0.505,,0.0026187896728515625,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786390800-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786391400-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786391400-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786391400,1786391700,False,73,71,0,0,1,70,0,,,301,UNKNOWN,not_extreme,0.505,,0.004873991012573242,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786391400-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786392000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786392000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786392000,1786392300,False,86,84,0,0,1,83,0,,,301,UNKNOWN,not_extreme,0.505,,0.004976987838745117,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786392000-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786392300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786392300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786392300,1786392600,False,35,33,0,0,1,32,0,,,301,UNKNOWN,not_extreme,0.505,,0.002235889434814453,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786392300-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786391100-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786391100-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786391100,1786391400,False,81,79,0,0,1,78,0,,,301,UNKNOWN,not_extreme,0.505,,0.008198976516723633,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786391100-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786392600-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786392600-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786392600,1786392900,False,56,54,0,0,1,53,0,,,301,UNKNOWN,not_extreme,0.505,,0.003162860870361328,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786392600-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786393200-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786393200-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786393200,1786393500,False,1,0,0,0,0,0,0,,,301,UNKNOWN,not_extreme,,,0.0007479190826416016,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786393200-2026-08-10.txt.zst
