path,filename,archive,market_start,market_end,complete,line_count,book_messages_total,in_window_book_messages,trade_count_window,snapshots,deltas,sequence_breaks,first_book_age,last_book_age,sampled_points,outcome,outcome_source,final_quote_proxy,final_trade_proxy,elapsed_seconds,fatal_error,raw_status,raw_leader,raw_leader_time,raw_pullback_time,raw_confirm_time,raw_entry_side,raw_up_ask_at_entry,raw_down_ask_at_entry,raw_entry_levels,sampled_status,sampled_leader,sampled_leader_time,sampled_pullback_time,sampled_confirm_time,sampled_entry_side,sampled_up_ask_at_entry,sampled_down_ask_at_entry,sampled_entry_levels,duplicate_of
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786331700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786331700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786331700,1786332000,False,302,300,0,0,1,299,0,,,301,UNKNOWN,not_extreme,0.505,,0.0042171478271484375,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786331700-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786332300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786332300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786332300,1786332600,False,311,309,0,0,1,308,0,,,301,UNKNOWN,not_extreme,0.505,,0.004275798797607422,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786332300-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786332000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786332000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786332000,1786332300,False,326,324,0,0,1,323,0,,,301,UNKNOWN,not_extreme,0.505,,0.008195161819458008,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786332000-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786332900-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786332900-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786332900,1786333200,False,299,297,0,0,1,296,0,,,301,UNKNOWN,not_extreme,0.505,,0.005403995513916016,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786332900-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786332600-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786332600-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786332600,1786332900,False,330,328,0,0,1,327,0,,,301,UNKNOWN,not_extreme,0.505,,0.009022235870361328,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786332600-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786333200-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786333200-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786333200,1786333500,False,276,274,0,0,1,273,0,,,301,UNKNOWN,not_extreme,0.505,,0.003935098648071289,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786333200-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786333500-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786333500-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786333500,1786333800,False,212,210,0,0,1,209,0,,,301,UNKNOWN,not_extreme,0.505,,0.004508018493652344,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786333500-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786333800-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786333800-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786333800,1786334100,False,234,232,0,0,1,231,0,,,301,UNKNOWN,not_extreme,0.505,,0.0039370059967041016,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786333800-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786334100-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786334100-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786334100,1786334400,False,212,210,0,0,1,209,0,,,301,UNKNOWN,not_extreme,0.505,,0.004030942916870117,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786334100-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786334400-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786334400-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786334400,1786334700,False,216,214,0,0,1,213,0,,,301,UNKNOWN,not_extreme,0.505,,0.0035550594329833984,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786334400-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786334700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786334700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786334700,1786335000,False,335,333,0,0,1,332,0,,,301,UNKNOWN,not_extreme,0.505,,0.004318952560424805,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786334700-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786335000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786335000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786335000,1786335300,False,293,291,0,0,1,290,0,,,301,UNKNOWN,not_extreme,0.505,,0.0038530826568603516,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786335000-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786335600-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786335600-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786335600,1786335900,False,383,381,0,0,1,380,0,,,301,UNKNOWN,not_extreme,0.505,,0.006516933441162109,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786335600-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786335900-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786335900-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786335900,1786336200,False,388,386,0,0,1,385,0,,,301,UNKNOWN,not_extreme,0.505,,0.01137995719909668,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786335900-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786336200-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786336200-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786336200,1786336500,False,428,426,0,0,1,425,0,,,301,UNKNOWN,not_extreme,0.505,,0.00941920280456543,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786336200-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786335300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786335300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786335300,1786335600,False,322,320,0,0,1,319,0,,,301,UNKNOWN,not_extreme,0.505,,0.020884037017822266,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786335300-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786336800-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786336800-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786336800,1786337100,False,314,312,0,0,1,311,0,,,301,UNKNOWN,not_extreme,0.505,,0.004511117935180664,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786336800-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786337100-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786337100-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786337100,1786337400,False,216,214,0,0,1,213,0,,,301,UNKNOWN,not_extreme,0.505,,0.0038712024688720703,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786337100-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786337400-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786337400-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786337400,1786337700,False,240,238,0,0,1,237,0,,,301,UNKNOWN,not_extreme,0.505,,0.003535032272338867,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786337400-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786337700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786337700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786337700,1786338000,False,221,219,0,0,1,218,0,,,301,UNKNOWN,not_extreme,0.505,,0.0035338401794433594,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786337700-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786336500-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786336500-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786336500,1786336800,False,475,473,0,0,1,472,0,,,301,UNKNOWN,not_extreme,0.505,,0.015265941619873047,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786336500-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786338600-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786338600-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786338600,1786338900,False,192,190,0,0,1,189,0,,,301,UNKNOWN,not_extreme,0.505,,0.0033261775970458984,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786338600-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786338000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786338000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786338000,1786338300,False,243,241,0,0,1,240,0,,,301,UNKNOWN,not_extreme,0.505,,0.007615089416503906,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786338000-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786338900-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786338900-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786338900,1786339200,False,195,193,0,0,1,192,0,,,301,UNKNOWN,not_extreme,0.505,,0.0032110214233398438,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786338900-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786339200-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786339200-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786339200,1786339500,False,317,315,0,0,1,314,0,,,301,UNKNOWN,not_extreme,0.505,,0.004031181335449219,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786339200-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786338300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786338300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786338300,1786338600,False,262,260,0,0,1,259,0,,,301,UNKNOWN,not_extreme,0.505,,0.011785030364990234,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786338300-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786339800-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786339800-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786339800,1786340100,False,214,212,0,0,1,211,0,,,301,UNKNOWN,not_extreme,0.505,,0.0032329559326171875,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786339800-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786339500-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786339500-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786339500,1786339800,False,252,250,0,0,1,249,0,,,301,UNKNOWN,not_extreme,0.505,,0.005414247512817383,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786339500-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786340100-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786340100-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786340100,1786340400,False,187,185,0,0,1,184,0,,,301,UNKNOWN,not_extreme,0.505,,0.003973960876464844,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786340100-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786340400-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786340400-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786340400,1786340700,False,198,196,0,0,1,195,0,,,301,UNKNOWN,not_extreme,0.505,,0.009402036666870117,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786340400-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786341000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786341000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786341000,1786341300,False,207,205,0,0,1,204,0,,,301,UNKNOWN,not_extreme,0.505,,0.0034890174865722656,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786341000-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786340700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786340700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786340700,1786341000,False,206,204,0,0,1,203,0,,,301,UNKNOWN,not_extreme,0.505,,0.007034778594970703,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786340700-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786341300-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786341300-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786341300,1786341600,False,211,209,0,0,1,208,0,,,301,UNKNOWN,not_extreme,0.505,,0.003674030303955078,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786341300-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786341600-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786341600-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786341600,1786341900,False,216,214,0,0,1,213,0,,,301,UNKNOWN,not_extreme,0.505,,0.003340005874633789,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786341600-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786342200-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786342200-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786342200,1786342500,False,140,138,0,0,1,137,0,,,301,UNKNOWN,not_extreme,0.505,,0.0029282569885253906,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786342200-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786341900-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786341900-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786341900,1786342200,False,185,183,0,0,1,182,0,,,301,UNKNOWN,not_extreme,0.505,,0.0037643909454345703,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786341900-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786343100-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786343100-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786343100,1786343400,False,197,195,0,0,1,194,0,,,301,UNKNOWN,not_extreme,0.505,,0.004901885986328125,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786343100-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786342500-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786342500-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786342500,1786342800,False,187,185,0,0,1,184,0,,,301,UNKNOWN,not_extreme,0.505,,0.01483297348022461,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786342500-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786342800-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786342800-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786342800,1786343100,False,192,190,0,0,1,189,0,,,301,UNKNOWN,not_extreme,0.505,,0.014478683471679688,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786342800-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786343700-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786343700-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786343700,1786344000,False,174,172,0,0,1,171,0,,,301,UNKNOWN,not_extreme,0.505,,0.004488945007324219,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786343700-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786344000-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786344000-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786344000,1786344300,False,172,170,0,0,1,169,0,,,301,UNKNOWN,not_extreme,0.505,,0.0032341480255126953,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786344000-2026-08-10.txt.zst
zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-09.zip::polymarket-btc-updown-5m-1786343400-2026-08-09.txt.zst,polymarket-btc-updown-5m-1786343400-2026-08-09.txt.zst,polymarket-btc-5m_2026-08-09.zip,1786343400,1786343700,False,234,232,0,0,1,231,0,,,301,UNKNOWN,not_extreme,0.505,,0.015026092529296875,,no_leader,,,,,,,,,no_leader,,,,,,,,,zip:///Users/bradamanka/Downloads/Stratgey testing/polymarket-btc-5m_2026-08-10.zip::polymarket-btc-updown-5m-1786343400-2026-08-10.txt.zst
